华硕[世界著名电脑品牌],创立时间,1989年
城田优,主要作品,表参道高校合唱部！
城田优,主要作品,某某妻
城田优,主要作品,这本推理小说真厉害：来自畅销作家的挑战书
城田优,主要作品,全部成为F
城田优,主要作品,杀人偏差值70
城田优,主要作品,明天妈妈不在
城田优,主要作品,浓姬2：生于战国的女子们
城田优,主要作品,纯与爱
城田优,主要作品,麻辣教师GTO
城田优,主要作品,浓姬
城田优,主要作品,荒川爆笑团
城田优,主要作品,SPEC
城田优,主要作品,交涉人2
城田优,主要作品,武士高校
城田优,主要作品,发疯
城田优,主要作品,天地人
城田优,主要作品,长寿之战
城田优,主要作品,巴提斯达团队的光荣
城田优,主要作品,菜鸟总动员
城田优,主要作品,花样少年少女
城田优,主要作品,生徒诸君
城田优,主要作品,派遣员的品格
城田优,主要作品,Pink的遗传因子
城田优,主要作品,亚人
城田优,主要作品,明乌
城田优,主要作品,黑执事
城田优,主要作品,交涉人电影版
城田优,主要作品,爱妻家
城田优,主要作品,菜鸟总动员：毕业
城田优,主要作品,濒死之绿
城田优,主要作品,东京大恶斗
城田优,主要作品,暴走少年
城田优,主要作品,湘南暴走族
艾薇儿·拉维尼[加拿大歌手],血型,B型
沙溢,星座,水瓶座
郑则仕,星座,双子座
比克曼的科学世界,标签,动画
李英爱,星座,水瓶座
近畿小子,国籍,日本
近畿小子,经纪公司,杰尼斯事务所
近畿小子,代表作品,硝子の少年
近畿小子,标签,人物
奥兰多魔术队,运动项目,篮球
奥兰多魔术队,角逐赛事,NBA
奥兰多魔术队,成立时间,1989年
奥兰多魔术队,拥有者,理查·狄维士
奥兰多魔术队,现任主教练,弗兰克·沃格尔
奥兰多魔术队,标签,体育
幽灵公主[日本1997年宫崎骏执导电影],发行公司,吉卜力工作室
幽灵公主[日本1997年宫崎骏执导电影],制片人,铃木敏夫
幽灵公主[日本1997年宫崎骏执导电影],类型,动画电影
幽灵公主[日本1997年宫崎骏执导电影],对白语言,日语
幽灵公主[日本1997年宫崎骏执导电影],色彩,彩色
幽灵公主[日本1997年宫崎骏执导电影],音乐,久石让
幽灵公主[日本1997年宫崎骏执导电影],标签,动画作品
幽灵公主[日本1997年宫崎骏执导电影],标签,动画
廖碧儿,血型,AB
织田信长[日本历史人物],民族族群,大和族
织田信长[日本历史人物],逝世地,本能寺
织田信长[日本历史人物],标签,官员
nana[日本矢泽爱创作漫画],中文名,娜娜
nana[日本矢泽爱创作漫画],原版名称,NANA
nana[日本矢泽爱创作漫画],出版社,集英社
nana[日本矢泽爱创作漫画],语言,日语
nana[日本矢泽爱创作漫画],标签,娱乐
冈崎真一,标签,漫画
冈崎真一,标签,动画
ARASHI,国籍,日本
ARASHI,经纪公司,杰尼斯事务所
明智光秀[日本战国时期名将],民族,和族
明智光秀[日本战国时期名将],信仰,佛教
明智光秀[日本战国时期名将],标签,将领
明智光秀[日本战国时期名将],标签,人物
SMAP[日本歌唱组合],所属经纪公司,杰尼斯事务所
一休宗纯,国籍,日本
一休宗纯,民族,大和
一休宗纯,出生地,京都
流川枫,标签,漫画
杨思琦,主要作品,青出于蓝
哆啦A梦[藤子·F·不二雄创作的科幻喜剧漫画],地区,日本
哆啦A梦[藤子·F·不二雄创作的科幻喜剧漫画],出版社,小学馆
哆啦A梦[藤子·F·不二雄创作的科幻喜剧漫画],标签,人物
锦户亮,国籍,日本
锦户亮,星座,天蝎座
锦户亮,血型,O型
锦户亮,出生日期,1984年11月3日
锦户亮,经纪公司,杰尼斯事务所
锦户亮,同门,堂本光一
锦户亮,代表作品,一公升的眼泪
锦户亮,代表作品,最后的朋友
锦户亮,代表作品,流星之绊
锦户亮,代表作品,双头犬
锦户亮,代表作品,欢迎来到阴阳屋
锦户亮,代表作品,对不起青春
锦户亮,主要作品,羊之木
锦户亮,主要作品,关八战队2
锦户亮,主要作品,想要拥抱你
锦户亮,主要作品,关八战队
锦户亮,主要作品,月代头布丁
锦户亮,主要作品,西乡殿
锦户亮,主要作品,我的蹩脚丈夫
锦户亮,主要作品,小豆豆电视台
锦户亮,主要作品,武士老师
锦户亮,主要作品,爸爸是偶像
锦户亮,主要作品,只要活着就好
锦户亮,主要作品,全开女孩
锦户亮,主要作品,王牌酒保
锦户亮,主要作品,不被原谅的搜查官
锦户亮,主要作品,0号室的客人
锦户亮,主要作品,不要忘记哥哥—与脑瘤战斗的8年—
锦户亮,主要作品,转瞬为风
锦户亮,主要作品,甜心空姐
锦户亮,主要作品,一升的眼泪
锦户亮,主要作品,一起加油吧
锦户亮,主要作品,开朗家族
锦户亮,主要作品,纸牌女王
锦户亮,主要作品,J家反乱
锦户亮,标签,演员
锦户亮,标签,歌手
锦户亮,标签,人物
张一山[中国内地影视男演员],血型,B型
森本龙太郎,国籍,日本
森本龙太郎,血型,A型
森本龙太郎,出生地,神奈川县
森本龙太郎,职业,演员
森本龙太郎,毕业院校,堀越高校
森本龙太郎,经纪公司,杰尼斯事务所
森本龙太郎,标签,人物
X-Japan,国籍,日本
龙珠[日本1986年东映制作的动画片],中文名,七龙珠
龙珠[日本1986年东映制作的动画片],原版名称,Dragon Ball
龙珠[日本1986年东映制作的动画片],动画制作,东映动画
龙珠[日本1986年东映制作的动画片],原作,鸟山明
龙珠[日本1986年东映制作的动画片],剧本,小山高生
龙珠[日本1986年东映制作的动画片],音乐,菊池俊辅
龙珠[日本1986年东映制作的动画片],制片,富士电视台
龙珠[日本1986年东映制作的动画片],发行,集英社
龙珠[日本1986年东映制作的动画片],发行时间,1986年2月26日
龙珠[日本1986年东映制作的动画片],标签,漫画
龙珠[日本1986年东映制作的动画片],标签,动画作品
Red Velvet,代表作品,7月7日
青山刚昌,国籍,日本
青山刚昌,民族,大和民族
青山刚昌,出生日期,1963年6月21日
青山刚昌,职业,漫画家
青山刚昌,标签,艺术家
青山刚昌,标签,人物
梁朝伟,主要作品,东京攻略
hyde[彩虹乐队的主唱],中文名,宝井秀人
hyde[彩虹乐队的主唱],别名,HYDE
hyde[彩虹乐队的主唱],国籍,日本
hyde[彩虹乐队的主唱],星座,水瓶座
hyde[彩虹乐队的主唱],血型,O型
hyde[彩虹乐队的主唱],出生日期,1969年1月29日
hyde[彩虹乐队的主唱],配偶,大石惠
hyde[彩虹乐队的主唱],队友,K.A.Z
hyde[彩虹乐队的主唱],好友,小川哲也
hyde[彩虹乐队的主唱],代表作品,Roentgen
hyde[彩虹乐队的主唱],代表作品,FAITH
hyde[彩虹乐队的主唱],主要作品,下弦之月
Kiss[词语解释],中文名,接吻
Kiss[词语解释],标签,音乐
b型h系[日本山里阳子作画的漫画],出版时间,2004年
b型h系[日本山里阳子作画的漫画],标签,动画
内博贵,国籍,日本
内博贵,星座,处女座
内博贵,血型,AB
内博贵,代表作品,完美小姐进化论
内博贵,代表作品,料理仙姬
内博贵,标签,演员
内博贵,标签,人物
龙隆[中国台湾资深演员],血型,B型
徐智英,星座,双子座
徐智英,血型,B型
徐智英,婚姻状况,已婚
玄彬,血型,B型
GACKT,国籍,日本
GACKT,星座,巨蟹座
GACKT,血型,A型
GACKT,职业,演员
GACKT,职业,音乐制作人
GACKT,职业,声优
GACKT,代表作品,Last song
GACKT,代表作品,月光游侠
GACKT,主要作品,噩梦小姐 The 梦ovie
GACKT,主要作品,龙之纪元-血魔法师的圣战-
GACKT,主要作品,人形净琉璃
GACKT,主要作品,剧场版假面骑士DECADE 全体骑士VS大修卡
GACKT,主要作品,时间螺旋
GACKT,主要作品,噩梦小姐特别篇
GACKT,主要作品,迦楼罗骑士BIMA
GACKT,主要作品,噩梦小姐
GACKT,主要作品,戦国BASARA-MOONLIGHT PARTY-
GACKT,主要作品,暴风雨
GACKT,主要作品,MR.BRAIN
GACKT,主要作品,风林火山
GACKT,主要作品,直播停不下来
GACKT,标签,歌手
GACKT,标签,人物
麻婆豆腐,标签,食品
麻婆豆腐,标签,菜品
麻婆豆腐,标签,特产
麻婆豆腐,标签,小吃
裘德·洛,主要作品,我爱哈克比
凉宫春日系列,作者,谷川流
凉宫春日系列,插画,伊东杂音
凉宫春日系列,地区,日本
凉宫春日系列,出版社,角川书店
凉宫春日系列,所属文库,角川Sneaker文库
凉宫春日系列,标签,文学作品
凉宫春日系列,标签,小说
网球王子[许斐刚著作漫画],类型,体育
网球王子[许斐刚著作漫画],地区,日本
网球王子[许斐刚著作漫画],出版社,集英社
网球王子[许斐刚著作漫画],出版时间,2000年1月7日
网球王子[许斐刚著作漫画],网络连载平台,腾讯动漫
夏奇拉,星座,水瓶座
何洁[中国内地女歌手、演员],血型,B型
徐熙媛,血型,B型
俊杰[ZERO-G男团成员],代表作品,告白
新世纪福音战士[日本1995年庵野秀明执导的动画片],原作,GAINAX
新世纪福音战士[日本1995年庵野秀明执导的动画片],角色设计,贞本义行
新世纪福音战士[日本1995年庵野秀明执导的动画片],首播电视台,东京电视台
新世纪福音战士[日本1995年庵野秀明执导的动画片],标签,动画作品
黑龙江大学,主要院系,生命
张信哲,血型,B型
张信哲,主要作品,橘子酱男孩
死神[日本漫画家久保带人创作的漫画],连载杂志,周刊少年JUMP
死神[日本漫画家久保带人创作的漫画],出版社,集英社
死神[日本漫画家久保带人创作的漫画],标签,动画
关咏荷,主要作品,亡命天涯
高山南,国籍,日本
高山南,民族,大和民族
高山南,星座,金牛座
高山南,血型,B型
高山南,出生日期,1964年5月5日
高山南,职业,声优
高山南,职业,歌手
高山南,出道时间,1987年
高山南,乐队,TWO-MIX
高山南,前夫,青山刚昌
高山南,代表作品,猪名寺乱太郎
高山南,代表作品,江户川柯南
高山南,代表作品,忍者乱太郎
高山南,代表作品,名侦探柯南
高山南,主要作品,名侦探柯南：唐红的恋歌
高山南,主要作品,名侦探柯南：业火的向日葵
高山南,主要作品,乐园追放-Expelled From Paradise-
高山南,主要作品,名侦探柯南：异次元的狙击手
高山南,主要作品,鲁邦三世VS名侦探柯南 THE MOVIE
高山南,主要作品,名侦探柯南：绝海的侦探
高山南,主要作品,小魔女学园
高山南,主要作品,名侦探柯南：第11个前锋
高山南,主要作品,名侦探柯南：沉默的15分钟
高山南,主要作品,名侦探柯南：天空的遇难船
高山南,主要作品,名侦探柯南：漆黑的追踪者
高山南,主要作品,高地人复仇之旅
高山南,主要作品,名侦探柯南：战栗的乐谱
高山南,主要作品,Keroro军曹3：天空大决战
高山南,主要作品,乔治和杰拉尔德的冒险
高山南,主要作品,名侦探柯南：绀碧之棺
高山南,主要作品,名侦探柯南：侦探们的镇魂歌
高山南,主要作品,哆啦A梦：大雄的恐龙2006
高山南,主要作品,名侦探柯南：水平线上的阴谋
高山南,主要作品,金童卡修：101号魔物
高山南,主要作品,名侦探柯南：银翼的魔术师
高山南,主要作品,名侦探柯南：贝克街的亡灵
高山南,主要作品,阿莱蒂公主
高山南,主要作品,圣天空战记
高山南,主要作品,名侦探柯南：通往天国的倒计时
高山南,主要作品,名侦探柯南：瞳孔中的暗杀者
高山南,主要作品,名侦探柯南：世纪末的魔术师
高山南,主要作品,名侦探柯南：计时引爆摩天楼
高山南,主要作品,鲁邦三世：DEAD OR ALIVE
高山南,主要作品,秀逗魔导士剧场版
高山南,主要作品,侧耳倾听
高山南,主要作品,乱马1/2：决战桃幻乡！夺回新娘子！！
高山南,主要作品,风之大陆
高山南,主要作品,乱马1/2：中国昆仑大决战！规则无视的激斗篇！
高山南,主要作品,魔女宅急便
绫波丽,年龄,14岁
绫波丽,性别,女
绫波丽,血型,B型
绫波丽,发色,淡蓝
绫波丽,角色创作,庵野秀明
绫波丽,角色设计,贞本义行
绫波丽,标签,人物
达斯·维达,配音,詹姆斯·厄尔·琼斯
达斯·维达,性别,男
达斯·维达,出生地,塔图因
达斯·维达,种族,人类
达斯·维达,职业,绝地武士
达斯·维达,职业,西斯黑暗尊主
达斯·维达,毕业院校,绝地圣殿
达斯·维达,标签,人物
彩虹乐队,国籍,日本
漫画[基本含义],起源地,日本
张柏芝,星座,双子座
张柏芝,主要作品,东京攻略
全智贤,血型,B型
暗之末裔[日本松下容子创作的少女漫画],其他名称,爱上坏坏的死神
暗之末裔[日本松下容子创作的少女漫画],连载杂志,《花与梦》
暗之末裔[日本松下容子创作的少女漫画],标签,动画
林心如,星座,水瓶座
林心如,血型,B型
绯村剑心,性别,男
绯村剑心,血型,AB型
绯村剑心,星座,双子座
吴彦祖,代表作品,游园惊梦
情书[日本1995年岩井俊二执导电影],对白语言,日语
艺伎[日本表演艺术职业],所属民族,大和民族
机动战士高达[富野由悠季执导系列作品],地区,日本
机动战士高达[富野由悠季执导系列作品],角色设计,安彦良和
机动战士高达[富野由悠季执导系列作品],首播电视台,名古屋电视台
机动战士高达[富野由悠季执导系列作品],出品,SUNRISE
机动战士高达[富野由悠季执导系列作品],机械设定,大河原邦男
机动战士高达[富野由悠季执导系列作品],美术设定,中村光毅
机动战士高达[富野由悠季执导系列作品],标签,娱乐
乔治·赫伯特·沃克·布什,国籍,美国
乔治·赫伯特·沃克·布什,毕业院校,耶鲁大学
乔治·赫伯特·沃克·布什,信仰,美国圣公会
乔治·赫伯特·沃克·布什,政党,美国共和党
乔治·赫伯特·沃克·布什,星座,双子座
乔治·赫伯特·沃克·布什,标签,战争
乔治·赫伯特·沃克·布什,标签,元首
乔治·赫伯特·沃克·布什,标签,人物
YOSHIKI,国籍,日本
YOSHIKI,民族,大和
YOSHIKI,出生日期,1965年11月20日
taiji,国籍,日本
松本秀人,国籍,日本
松本秀人,血型,AB
TOSHI,国籍,日本
TOSHI,民族,大和
杀生丸,登场作品,《犬夜叉》
杀生丸,生日,不详
杀生丸,性别,男
杀生丸,种族,犬妖
杀生丸,爱人,铃
迷子,血型,AB
车田正美,国籍,日本
车田正美,民族,和
车田正美,职业,漫画家
车田正美,标签,艺术家
车田正美,标签,漫画
车田正美,标签,人物
富坚义博,国籍,日本
富坚义博,民族,大和民族
富坚义博,职业,漫画家
富坚义博,毕业院校,山形大学
富坚义博,星座,金牛座
富坚义博,所属,集英社
富坚义博,妻子,武内直子
富坚义博,标签,艺术家
富坚义博,标签,人物
新星[美国漫威漫画旗下超级英雄],性别,男
新星[美国漫威漫画旗下超级英雄],民族,人类
新星[美国漫威漫画旗下超级英雄],出生地,地球
新星[美国漫威漫画旗下超级英雄],标签,人物
